model,source,pc1,pc2
finetune,posterior,0.9041687250137329,-0.17299658060073853
finetune,posterior,-5.629940032958984,-0.20971104502677917
finetune,posterior,5.406060695648193,-0.1588105708360672
finetune,posterior,6.154778003692627,-0.14448164403438568
finetune,posterior,-2.4732871055603027,-0.19513797760009766
finetune,posterior,8.182890892028809,-0.13460206985473633
finetune,posterior,-0.4131075441837311,-0.18660099804401398
finetune,posterior,-1.3576353788375854,-0.19113393127918243
finetune,posterior,-0.3837137222290039,-0.18649445474147797
finetune,posterior,5.178540229797363,-0.15780651569366455
finetune,posterior,-4.075396537780762,-0.20275963842868805
finetune,posterior,1.3071635961532593,-0.16368788480758667
finetune,posterior,-0.4783971905708313,-0.18683771789073944
finetune,posterior,-8.64503288269043,-0.22449274361133575
finetune,posterior,-0.41261762380599976,-0.1865992248058319
finetune,posterior,3.1443700790405273,-0.15645819902420044
finetune,posterior,0.9110506772994995,-0.16828417778015137
finetune,posterior,5.114104747772217,-0.16348958015441895
finetune,posterior,-2.334196090698242,-0.19481340050697327
finetune,posterior,0.8083670139312744,-0.17747613787651062
finetune,posterior,4.799529075622559,-0.15806786715984344
finetune,posterior,8.744791030883789,-0.15500621497631073
finetune,posterior,-2.626060962677002,-0.19596917927265167
finetune,posterior,-0.4212194085121155,-0.18663039803504944
finetune,posterior,-2.4977993965148926,-0.19563043117523193
finetune,posterior,-13.442736625671387,-0.24542014300823212
finetune,posterior,4.890695571899414,-0.1633514016866684
finetune,posterior,1.362780213356018,-0.18251217901706696
finetune,posterior,3.197610378265381,-0.15519677102565765
finetune,posterior,5.747951030731201,-0.15051235258579254
finetune,posterior,-0.34549450874328613,-0.18635593354701996
finetune,posterior,-2.4190187454223633,-0.19513514637947083
finetune,posterior,1.4232473373413086,-0.18194180727005005
finetune,posterior,9.254037857055664,-0.14107635617256165
finetune,posterior,-2.249379873275757,-0.19409868121147156
finetune,posterior,-1.7834326028823853,-0.19250474870204926
finetune,posterior,-12.69706916809082,-0.24218858778476715
finetune,posterior,2.9946818351745605,-0.15729431807994843
finetune,posterior,3.2477951049804688,-0.15222667157649994
finetune,posterior,-2.4304609298706055,-0.19515004754066467
finetune,posterior,4.286159515380859,-0.1586087942123413
finetune,posterior,4.5851545333862305,-0.13058702647686005
finetune,posterior,-0.4495890140533447,-0.18673327565193176
finetune,posterior,2.8079581260681152,-0.16034027934074402
finetune,posterior,-7.008209705352783,-0.21703515946865082
